family,sku,roc,N,chord_skip,R_ring,chord_mm,aoi_deg,n_exit,spots_per_mirror,mode_s,amp_ratio,d_norm,extent_norm,A_req_mm,w_typ_mm,th_t,th_s,opl_est_m,phase_err_t,phase_err_s,phase_err_res,throughput_est,envelope_mm
one_inch,CM254-750-M01,1500.0,13,3,72.0,95.4896627866745,48.46153846153846,65,5,sin,0.7,0.3852504125197124,1.1762248050571102,3.383866431849384,0.5018179693907913,0.44176142415005865,0.291597790985114,6.2068280811338425,0.440158687445674,0.10430049249365325,0.18354142216688396,0.2841935566162781,180.0
one_inch,CM254-750-M01,1500.0,13,3,67.75,89.85312019162775,48.46153846153846,65,5,sin,0.7,0.3852504125197124,1.1762248050571102,3.3437250461411905,0.4940857266891941,0.4283155287227239,0.2828010850521209,5.840452812455804,0.4338245153310858,0.46748539315089843,0.18354449227749853,0.2841935566162781,171.5
one_inch,CM254-1000-M01,2000.0,13,6,71.25,141.4610145589727,6.923076923076917,65,5,cos,1.0,1.1755705045849434,1.0,1.1735053179463693,0.5397691193756639,0.3797697915348122,0.3769674521844937,9.194965946333225,0.4477047789555506,0.6298568367262547,0.18553555163705576,0.2841935566162781,178.5
one_inch,CM254-750-M01,1500.0,13,6,57.25,113.66516608422718,6.923076923076917,65,5,cos,1.0,1.1755705045849434,1.0,1.06482139914693,0.4758863147440009,0.39325495399672933,0.39035056930908674,7.388235795474767,0.4288307810690597,0.2400457763722912,0.18553568265103398,0.2841935566162781,150.5
one_inch,CM254-1000-M01,2000.0,13,6,76.25,151.38810329995323,6.923076923076917,65,5,cos,1.0,1.1755705045849434,1.0,1.1898057763862828,0.5493502884522514,0.39303742828150545,0.39013469178703425,9.840226714496959,0.4146916095795099,0.22601373743887976,0.18553581951616194,0.2841935566162781,188.5
one_inch,CM254-750-M01,1500.0,13,6,57.0,113.16881164717816,6.923076923076917,65,5,cos,1.0,1.1755705045849434,1.0,1.0639015746150717,0.4753456554494778,0.39238416526344166,0.3894863781213328,7.3559727570665805,0.3722295134053617,0.18387334916828735,0.18553620250016123,0.2841935566162781,150.0
one_inch,CM254-100-M01,200.0,13,5,69.0,129.03224149058724,20.769230769230763,65,5,sin,0.7,0.3681289883684843,1.1798040367166847,2.5885108752249955,0.32645294493869875,1.2556032943541722,1.1628077640439933,8.38709569688817,0.0671948603134247,0.1842809767045317,0.24512660421534888,0.2841935566162781,174.0
one_inch,CM254-100-M01,200.0,13,5,69.0,129.03224149058724,20.769230769230763,65,5,cos,0.7,0.3654403291598233,1.1804087206104918,2.607555362234389,0.32645294493869875,1.2556032943541722,1.1628077640439933,8.38709569688817,0.0671948603134247,0.1842809767045317,0.24512660421534888,0.2841935566162781,174.0
one_inch,CM254-100-M01,200.0,13,5,69.25,129.49974961192996,20.769230769230763,65,5,sin,0.7,0.3681289883684843,1.1798040367166847,2.5908103260633464,0.32687619219416136,1.2582317112710222,1.1651876175710636,8.417483724775447,0.10365223928182488,0.33897145596410283,0.24512945398204444,0.2841935566162781,174.5
one_inch,CM254-100-M01,200.0,13,5,69.25,129.49974961192996,20.769230769230763,65,5,cos,0.7,0.3654403291598233,1.1804087206104918,2.609871730854326,0.32687619219416136,1.2582317112710222,1.1651876175710636,8.417483724775447,0.10365223928182488,0.33897145596410283,0.24512945398204444,0.2841935566162781,174.5
one_inch,CM254-200-M01,400.0,13,5,56.0,104.72181918076646,20.769230769230763,65,5,sin,0.7,0.19791557204676247,1.217496143191241,5.032709176142177,0.34802575777058475,0.7669940078618667,0.7148241875335736,6.806918246749819,0.41087194641535163,0.6603176141646152,0.28001832637014384,0.2841935566162781,148.0
